Cost_ID,Date,Department,City,Cost_Type,Cost_Amount,Budget_Amount,Employee_ID,Approved_By,Cost_Center_Code,Fiscal_Quarter,Fiscal_Year,Is_Recurring,Notes,Currency
CST010250,2021-11-03,Sales,Luxor,Utilities,5156.18,11458.29,E0092,MGR6,CC018,Q1,2022,True,,EGP
CST010251,2024-04-16,Marketing,Luxor,Utilities,21295.49,2171.37,E0067,MGR16,CC018,Q4,2023,True,,EGP
CST010252,2023-07-18,Sales,Suez,Maintenance,4411.5,1602.03,E0141,MGR7,CC003,Q4,2024,True,,EGP
CST010253,2023-12-10,HR,Giza,Utilities,20486.28,73305.9,E0082,MGR4,CC023,Q1,2024,False,Note_77,EGP
CST010254,2023-07-26,Finance,Aswan,Utilities,6790.01,7038.33,E0200,MGR15,CC010,Q1,2023,True,Note_27,EGP
CST010255,2024-05-08,Operations,Alexandria,Salaries,2466.02,50744.46,E0181,MGR4,CC027,Q4,2023,False,,EGP
CST010256,2021-11-23,Marketing,Alexandria,COGS,154088.76,9588.52,E0044,MGR17,CC012,Q3,2024,False,,USD
CST010257,2022-03-26,Logistics,Port Said,Marketing,1779.11,13369.51,E0151,MGR17,CC019,Q4,2022,False,Note_6,EGP
CST010258,2021-05-28,HR,Asyut,Depreciation,4253.66,27116.27,E0063,MGR1,CC027,Q1,2024,False,,
CST010259,2023-05-26,Customer Service,Suez,Marketing,624.67,60482.35,E0080,MGR16,CC017,Q3,2022,True,Note_20,EGP
CST010260,2024-04-27,Sales,Tanta,Maintenance,7040.66,2514.62,E0154,MGR13,CC008,Q4,2024,True,Note_100,EGP
CST010261,2024-07-11,Finance,Asyut,Rent,3037.21,4422.34,E0095,MGR10,CC002,Q4,2021,True,,EGP
CST010262,2022-01-21,Customer Service,Tanta,Insurance,4951.08,5765.65,E0066,MGR8,CC030,Q1,2024,False,,EGP
CST010263,2023-05-07,HR,Aswan,Utilities,473.39,72657.03,E0020,MGR3,CC016,Q3,2021,False,,EGP
CST010264,2022-08-23,Finance,Aswan,Insurance,9561.81,5060.55,E0092,MGR11,CC022,Q3,2024,True,,EGP
CST010265,2022-10-30,Logistics,Alexandria,Salaries,8458.09,4243.7,E0119,MGR19,CC008,Q2,2023,True,Note_84,EGP
CST010266,2021-04-14,Customer Service,Alexandria,Maintenance,1620.17,32381.32,E0068,MGR17,CC010,Q2,2021,True,,EGP
CST010267,2021-02-23,IT,Asyut,Rent,612.65,2560.43,E0091,MGR3,CC010,Q4,2023,False,Note_76,USD
CST010268,2024-04-09,HR,Tanta,Depreciation,19446.54,100570.31,E0116,MGR16,CC021,Q4,2024,True,,EGP
CST010269,2021-09-29,Customer Service,Suez,COGS,46189.35,3872.01,E0148,MGR15,CC016,Q4,2023,True,,USD
CST010270,2024-12-27,Finance,Luxor,Maintenance,30600.99,2361.52,E0117,MGR1,CC016,Q1,2023,True,,EGP
CST010271,2022-08-10,Finance,Mansoura,Insurance,184978.37,4171.31,E0120,MGR4,CC023,Q4,2023,True,,EGP
CST010272,2021-01-26,Finance,Giza,COGS,72959.51,44725.28,E0108,MGR13,CC010,Q2,2021,False,,EUR
CST010273,2024-12-15,Finance,Alexandria,Depreciation,3452.05,1780.47,E0187,MGR7,CC019,Q2,2022,False,,EGP
CST010274,2022-11-02,Marketing,Alexandria,Rent,3092.35,6660.7,E0010,MGR3,CC001,Q3,2021,True,,EGP
CST010275,2023-09-30,Finance,Aswan,Maintenance,8243.76,2963.48,E0169,MGR15,CC016,Q1,2022,True,,EGP
CST010276,2023-01-20,HR,Alexandria,Marketing,6229.89,76633.32,E0134,MGR19,CC006,Q3,2023,True,,EGP
CST010277,2022-07-17,HR,Tanta,Insurance,3563.71,16371.31,E0145,MGR17,CC007,Q3,2024,True,,EGP
CST010278,2022-03-19,Sales,Mansoura,Utilities,12088.66,13736.09,E0132,MGR1,CC026,Q1,2022,False,Note_9,EUR
CST010279,2022-07-22,Sales,Suez,Insurance,1532.74,26805.57,E0128,MGR9,CC011,Q2,2022,True,,EGP
CST010280,2021-09-26,IT,Cairo,Maintenance,28320.27,27323.21,E0131,MGR3,CC012,Q2,2021,False,Note_39,EUR
CST010281,2024-05-21,IT,Aswan,Maintenance,10588.03,8071.35,E0113,MGR6,CC022,Q4,2023,True,Note_24,EGP
CST010282,2024-12-17,Marketing,Suez,Utilities,0.0,10987.15,E0188,MGR16,CC009,Q4,2021,True,,USD
CST010283,2022-04-01,Marketing,Port Said,Salaries,32175.81,3770.96,E0090,MGR5,CC010,Q3,2024,True,,EGP
CST010284,2022-09-06,Finance,Cairo,Depreciation,1809.41,25838.77,E0062,MGR13,CC012,Q4,2024,False,,EUR
CST010285,2022-08-07,Sales,Alexandria,Depreciation,56648.29,2838.26,E0168,MGR18,CC019,Q4,2023,False,,
CST010286,2021-03-23,Marketing,Suez,Salaries,6039.63,4581.07,E0161,MGR6,CC005,Q3,2021,True,,EGP
CST010287,2021-08-23,Sales,Cairo,Salaries,2646.68,17171.38,E0026,MGR14,CC012,Q2,2023,True,Note_62,EGP
CST010288,2022-10-30,Operations,Mansoura,Depreciation,6767.48,4137.93,E0144,MGR18,CC002,Q3,2023,True,Note_61,USD
CST010289,2021-07-13,Sales,Asyut,COGS,28103.37,39323.34,E0089,MGR2,CC002,Q1,2022,False,Note_13,USD
CST010290,2022-04-18,Finance,Alexandria,Insurance,114775.32,36781.6,E0089,MGR10,CC017,Q1,2022,True,Note_26,EGP
CST010291,2021-10-18,HR,Mansoura,Maintenance,61637.36,6658.38,E0123,MGR1,CC001,Q3,2022,True,,EGP
CST010292,2024-06-12,Finance,Aswan,COGS,2494.43,9991.87,E0187,MGR7,CC005,Q4,2022,False,,USD
CST010293,2022-05-10,IT,Aswan,Maintenance,6653.08,2904.01,E0090,MGR11,CC014,Q4,2024,True,,EGP
CST010294,2023-10-10,Sales,Asyut,Maintenance,2994.13,40967.2,E0044,MGR17,CC002,Q2,2023,True,,EGP
CST010295,2024-05-14,IT,Tanta,COGS,106570.07,25089.73,E0014,MGR18,CC015,Q4,2024,False,Note_89,EGP
CST010296,2021-08-28,Marketing,Cairo,Utilities,0.0,13346.47,E0162,MGR4,CC029,Q1,2021,True,,EGP
CST010297,2022-06-15,IT,Cairo,Rent,2317.19,2542.6,E0027,MGR9,CC007,Q1,2024,False,,EGP
CST010298,2021-12-08,Marketing,Aswan,Salaries,35630.79,4843.04,E0132,MGR10,CC021,Q1,2024,True,,EGP
CST010299,2021-07-17,IT,Giza,COGS,24554.37,3910.14,E0158,MGR2,CC008,Q3,2022,True,,EGP
CST010300,2022-07-26,IT,Cairo,Insurance,6424.74,4111.55,E0186,MGR9,CC030,Q3,2021,True,,USD
CST010301,2021-04-19,Customer Service,Cairo,COGS,7259.04,75125.31,E0074,MGR5,CC011,Q2,2021,True,,EGP
CST010302,2023-06-09,Marketing,Luxor,Salaries,37735.13,33531.04,E0144,MGR13,CC015,Q3,2023,False,,EGP
CST010303,2022-08-16,Finance,Luxor,Rent,4619.04,51863.48,E0137,MGR15,CC029,Q3,2023,False,Note_70,EGP
CST010304,2023-04-15,Sales,Luxor,Utilities,6387.51,34284.24,E0072,MGR7,CC021,Q2,2021,True,,EGP
CST010305,2021-07-10,Logistics,Port Said,Salaries,6408.63,20671.93,E0189,MGR10,CC021,Q4,2021,True,,EGP
CST010306,2021-02-25,HR,Asyut,Utilities,2667.03,5044.08,E0019,MGR8,CC011,Q1,2021,False,,EGP
CST010307,2024-09-04,Finance,Cairo,Rent,0.0,2167.26,E0147,MGR8,CC028,Q3,2021,True,,EGP
CST010308,2022-10-29,Marketing,Aswan,Marketing,12101.33,8434.65,E0191,MGR11,CC024,Q1,2021,False,,EGP
CST010309,2023-09-10,Sales,Giza,Maintenance,1292.73,10621.99,E0125,MGR10,CC022,Q3,2023,True,,EUR
CST010310,2024-08-23,IT,Cairo,Depreciation,14638.19,11882.25,E0136,MGR13,CC027,Q2,2023,True,Note_86,EGP
CST010311,2021-08-29,Customer Service,Aswan,Utilities,6167.47,7386.58,E0178,MGR20,CC007,Q2,2021,True,,EGP
CST010312,2022-01-02,Operations,Alexandria,Maintenance,5567.37,51523.37,E0058,MGR15,CC021,Q1,2021,True,Note_68,EGP
CST010313,2022-06-10,Marketing,Cairo,Depreciation,5729.62,17610.52,E0051,MGR17,CC010,Q1,2022,True,Note_87,EGP
CST010314,2021-08-31,Finance,Tanta,Insurance,10443.94,11189.82,E0056,MGR5,CC012,Q3,2023,True,Note_47,EGP
CST010315,2024-10-29,Logistics,Alexandria,Utilities,2452.33,3130.12,E0062,MGR3,CC006,Q1,2022,True,,EGP
CST010316,2023-11-11,Marketing,Suez,Depreciation,6500.0,3902.05,E0018,MGR13,CC008,Q1,2024,False,,EGP
CST010317,2021-03-20,Finance,Giza,Salaries,3073.94,14316.42,E0010,MGR9,CC028,Q3,2024,True,,EGP
CST010318,2021-12-05,Finance,Giza,Insurance,9172.39,4509.38,E0066,MGR5,CC005,Q2,2023,True,,EGP
CST010319,2022-05-31,Marketing,Giza,Salaries,61155.57,4580.72,E0028,MGR13,CC027,Q4,2021,True,,EGP
CST010320,2021-05-17,Logistics,Suez,Depreciation,0.0,16385.32,E0007,MGR4,CC008,Q4,2023,True,,EGP
CST010321,2024-01-16,IT,Port Said,Insurance,6739.52,122865.95,E0018,MGR9,CC002,Q3,2022,True,,EUR
CST010322,2024-07-31,Logistics,Port Said,Insurance,386753.27,48166.67,E0068,MGR8,CC013,Q4,2023,True,,EGP
CST010323,2022-12-17,IT,Cairo,Salaries,22624.16,10470.28,E0040,MGR10,CC026,Q2,2023,True,,EGP
CST010324,2022-03-20,Operations,Giza,Salaries,14876.64,10043.13,E0153,MGR18,CC021,Q3,2023,True,Note_6,USD
CST010325,2023-09-21,Operations,Aswan,Insurance,7716.9,15885.89,E0023,MGR11,CC027,Q2,2022,True,,EGP
CST010326,2024-05-31,HR,Cairo,Rent,998.25,1058.71,E0192,MGR18,CC025,Q1,2024,True,,EGP
CST010327,2021-12-08,Logistics,Luxor,Salaries,27590.47,4495.98,E0019,MGR14,CC025,Q1,2021,True,Note_61,EGP
CST010328,2024-09-20,Sales,Giza,Depreciation,17070.37,20374.94,E0199,MGR1,CC004,Q3,2022,True,Note_63,EGP
CST010329,2021-02-20,IT,Giza,Marketing,48672.42,12026.67,E0080,MGR18,CC015,Q4,2023,False,,USD
CST010330,2022-10-19,Sales,Asyut,Marketing,2546.23,17670.38,E0148,MGR20,CC016,Q4,2022,False,,EGP
CST010331,2022-04-18,IT,Giza,Utilities,31365.85,39725.56,E0039,MGR15,CC028,Q1,2021,False,,EGP
CST010332,2021-06-21,IT,Suez,Utilities,6540.61,3099.21,E0024,MGR3,CC030,Q4,2024,True,,EGP
CST010333,2022-04-11,IT,Aswan,Salaries,22217.53,19966.95,E0132,MGR8,CC025,Q1,2022,False,,EGP
CST010334,2021-12-01,Logistics,Asyut,Maintenance,1614.05,3595.5,E0091,MGR6,CC009,Q3,2023,True,Note_11,EGP
CST010335,2021-09-08,Customer Service,Luxor,COGS,3219.18,25498.81,E0111,MGR14,CC009,Q1,2023,False,Note_42,EGP
CST010336,2024-02-02,Sales,Luxor,Insurance,1732.07,10056.65,E0122,MGR9,CC027,Q4,2021,True,Note_60,USD
CST010337,2024-04-03,HR,Port Said,Salaries,3768.66,48793.22,E0078,MGR6,CC005,Q3,2022,True,Note_31,EGP
CST010338,2024-11-28,Operations,Giza,Maintenance,5712.65,10975.14,E0162,MGR18,CC005,Q1,2021,True,Note_83,USD
CST010339,2023-10-18,Finance,Aswan,Maintenance,2917.43,2629.74,E0124,MGR18,CC019,Q3,2021,True,,EGP
CST010340,2024-07-06,Customer Service,Luxor,Insurance,10017.21,40427.4,E0172,MGR8,CC022,Q3,2022,True,,EGP
CST010341,2022-07-15,Finance,Aswan,COGS,2277.16,2293.94,E0112,MGR7,CC009,Q3,2022,False,Note_42,EGP
CST010342,2021-10-14,IT,Tanta,Utilities,14493.61,1759.25,E0163,MGR15,CC023,Q1,2021,False,,
CST010343,2023-05-23,Logistics,Alexandria,Maintenance,707.31,219541.23,E0131,MGR13,CC012,Q4,2024,False,,USD
CST010344,2022-03-17,IT,Tanta,Marketing,12192.2,11230.44,E0048,MGR12,CC027,Q4,2023,True,,EUR
CST010345,2023-03-19,Customer Service,Luxor,Marketing,4493.6,1311.75,E0166,MGR4,CC028,Q4,2024,True,Note_64,EGP
CST010346,2021-05-13,Operations,Cairo,Maintenance,4389.86,14691.65,E0131,MGR18,CC022,Q4,2022,False,,EGP
CST010347,2021-11-25,HR,Luxor,Marketing,1020.35,9062.42,E0099,MGR6,CC011,Q2,2024,True,,EGP
CST010348,2023-01-05,Customer Service,Tanta,Utilities,19738.07,4551.27,E0173,MGR8,CC001,Q1,2023,False,,EGP
CST010349,2022-10-18,Finance,Asyut,Insurance,1297.69,22887.52,E0048,MGR12,CC030,Q2,2023,False,,EGP
CST010350,2022-11-27,Finance,Giza,Insurance,187481.14,68014.17,E0109,MGR1,CC016,Q3,2021,True,Note_18,EGP
CST010351,2021-03-10,Sales,Tanta,Utilities,14895.92,6249.52,E0063,MGR1,CC003,Q3,2022,True,Note_19,EGP
CST010352,2024-01-16,Marketing,Suez,Marketing,15761.63,1813.31,E0165,MGR19,CC009,Q3,2022,True,,EGP
CST010353,2024-02-20,Customer Service,Alexandria,Depreciation,2264.93,32225.59,E0180,MGR9,CC010,Q3,2022,False,,EGP
CST010354,2022-08-06,Customer Service,Tanta,COGS,11047.85,433.19,E0173,MGR10,CC014,Q4,2022,True,,EGP
CST010355,2022-08-11,Logistics,Mansoura,Insurance,12620.16,14182.43,E0111,MGR17,CC002,Q1,2021,True,,EGP
CST010356,2024-03-17,HR,Asyut,Maintenance,10503.88,56584.81,E0129,MGR2,CC021,Q4,2024,True,Note_93,EGP
CST010357,2024-07-10,IT,Asyut,Rent,1655.23,4028.3,E0123,MGR16,CC022,Q4,2021,True,Note_46,EGP
CST010358,2023-10-15,HR,Asyut,Depreciation,28450.43,77425.11,E0019,MGR14,CC024,Q2,2023,False,,EGP
CST010359,2022-03-24,Sales,Tanta,Depreciation,10314.92,6956.36,E0002,MGR16,CC012,Q2,2022,True,,EGP
CST010360,2021-04-04,Finance,Alexandria,COGS,2353.06,11941.47,E0144,MGR16,CC030,Q1,2021,False,,EGP
CST010361,2023-09-15,Customer Service,Luxor,Rent,2533.04,4392.76,E0181,MGR9,CC006,Q3,2024,True,,EGP
CST010362,2021-05-11,Marketing,Luxor,Insurance,8666.43,86679.44,E0123,MGR8,CC025,Q4,2021,False,,EGP
CST010363,2022-04-24,Operations,Cairo,Rent,19728.01,16714.72,E0110,MGR3,CC015,Q4,2022,False,Note_13,USD
CST010364,2024-12-17,Customer Service,Luxor,Maintenance,16294.33,11396.32,E0103,MGR17,CC010,Q3,2022,True,Note_72,USD
CST010365,2023-04-04,Sales,Tanta,Utilities,15531.64,2545.71,E0088,MGR8,CC009,Q1,2022,True,,EGP
CST010366,2023-08-23,Customer Service,Cairo,Insurance,3414.88,8010.06,E0149,MGR4,CC001,Q2,2024,False,Note_78,EGP
CST010367,2021-02-11,Customer Service,Alexandria,Maintenance,1172.74,8650.07,E0112,MGR14,CC002,Q1,2022,False,,EGP
CST010368,2021-03-15,Finance,Tanta,Marketing,71158.08,24269.1,E0083,MGR14,CC029,Q1,2022,False,,EGP
CST010369,2021-07-24,Customer Service,Giza,Maintenance,11110.03,10657.65,E0182,MGR12,CC028,Q2,2022,True,Note_23,EGP
CST010370,2024-08-06,Customer Service,Aswan,Rent,9414.17,70469.13,E0180,MGR12,CC007,Q1,2024,False,,EGP
CST010371,2024-04-19,Marketing,Alexandria,Utilities,770.2,3585.58,E0101,MGR5,CC028,Q3,2021,False,,EGP
CST010372,2024-09-29,Sales,Cairo,COGS,5618.06,12429.44,E0092,MGR14,CC019,Q1,2024,True,,EGP
CST010373,2024-12-17,Logistics,Alexandria,Maintenance,10839.57,1669.58,E0133,MGR15,CC013,Q4,2024,True,,EGP
CST010374,2022-05-10,Sales,Alexandria,Depreciation,15224.5,3306.52,E0030,MGR1,CC024,Q2,2022,True,,EGP
CST010375,2021-09-02,Finance,Asyut,Insurance,152944.23,13026.6,E0051,MGR13,CC017,Q4,2023,False,,USD
CST010376,2024-08-29,HR,Port Said,Insurance,27247.59,61836.07,E0177,MGR1,CC017,Q4,2021,True,,EGP
CST010377,2024-05-07,Finance,Tanta,Rent,2884.19,2741.91,E0070,MGR6,CC023,Q3,2022,True,Note_35,EGP
CST010378,2023-06-22,Finance,Aswan,Insurance,6251.51,18205.84,E0198,MGR19,CC021,Q2,2023,True,,EGP
CST010379,2024-10-13,Finance,Port Said,Marketing,2160.46,4051.28,E0026,MGR7,CC009,Q2,2023,False,,USD
CST010380,2024-08-05,Customer Service,Aswan,Marketing,4425.02,1657.72,E0056,MGR15,CC016,Q1,2021,True,,EGP
CST010381,2021-05-17,Logistics,Tanta,Marketing,2470.54,8776.31,E0034,MGR8,CC016,Q4,2022,False,,EGP
CST010382,2023-11-25,Operations,Asyut,Maintenance,12792.59,4428.24,E0007,MGR10,CC025,Q3,2023,False,,EGP
CST010383,2021-02-19,Marketing,Aswan,Depreciation,32222.33,44815.5,E0088,MGR13,CC015,Q3,2022,True,,EGP
CST010384,2022-12-08,HR,Alexandria,Salaries,45161.98,10564.0,E0180,MGR13,CC029,Q3,2022,True,,EGP
CST010385,2023-11-04,Finance,Port Said,Maintenance,27047.34,5657.41,E0097,MGR9,CC011,Q1,2022,False,,USD
CST010386,2021-09-09,Logistics,Mansoura,Marketing,0.0,1970.63,E0197,MGR4,CC023,Q1,2023,True,Note_46,EGP
CST010387,2024-01-27,Logistics,Tanta,Salaries,10560.47,11521.58,E0069,MGR20,CC012,Q2,2024,True,,EGP
CST010388,2023-10-29,Operations,Luxor,Salaries,856.71,11645.93,E0094,MGR15,CC017,Q4,2023,True,Note_30,EGP
CST010389,2023-05-08,Operations,Tanta,Marketing,5036.16,11136.55,E0053,MGR19,CC007,Q2,2021,False,,EGP
CST010390,2022-08-08,Marketing,Port Said,Utilities,3452.39,6730.18,E0084,MGR7,CC020,Q2,2022,True,,EUR
CST010391,2024-04-30,Marketing,Mansoura,Depreciation,3933.25,5701.74,E0136,MGR16,CC009,Q3,2021,True,,EGP
CST010392,2022-07-30,Finance,Tanta,Marketing,12667.7,5097.35,E0018,MGR13,CC011,Q4,2024,True,,EGP
CST010393,2021-03-11,IT,Port Said,Maintenance,1205.74,16121.19,E0118,MGR5,CC015,Q4,2022,False,,
CST010394,2022-08-02,Marketing,Port Said,Salaries,863.78,2983.35,E0014,MGR18,CC019,Q4,2022,True,,EGP
CST010395,2022-10-28,IT,Giza,Depreciation,18265.3,2499.82,E0010,MGR3,CC026,Q1,2024,True,,EGP
CST010396,2022-02-08,Customer Service,Alexandria,Insurance,2662.14,1359.11,E0068,MGR19,CC013,Q1,2021,False,Note_84,USD
CST010397,2023-05-12,Sales,Aswan,Salaries,34903.56,14430.42,E0042,MGR7,CC026,Q1,2024,True,,EGP
CST010398,2024-02-25,Operations,Tanta,Depreciation,12124.85,12905.11,E0192,MGR2,CC001,Q4,2022,True,Note_73,EUR
CST010399,2021-06-06,Customer Service,Tanta,Maintenance,4709.36,32115.89,E0032,MGR8,CC026,Q3,2023,False,Note_18,USD
CST010400,2023-09-25,Logistics,Tanta,Depreciation,4376.98,1303.41,E0158,MGR6,CC021,Q3,2021,False,,EGP
CST010401,2021-11-25,Marketing,Mansoura,Maintenance,4239.12,1509.39,E0193,MGR1,CC017,Q3,2022,True,,
CST010402,2023-01-14,HR,Mansoura,Salaries,2383.82,27998.3,E0151,MGR12,CC008,Q4,2021,True,,EGP
CST010403,2024-07-17,Marketing,Luxor,Marketing,1693.48,90549.61,E0200,MGR4,CC024,Q3,2021,False,,EGP
CST010404,2022-08-07,HR,Mansoura,Insurance,5588.77,14166.19,E0056,MGR18,CC007,Q1,2022,True,,EGP
CST010405,2024-07-21,Finance,Aswan,Maintenance,776.37,11478.51,E0170,MGR20,CC023,Q3,2021,True,,EGP
CST010406,2023-04-13,Customer Service,Alexandria,Marketing,3519.86,3845.35,E0185,MGR16,CC023,Q1,2022,False,Note_86,EUR
CST010407,2023-04-19,Customer Service,Alexandria,COGS,11956.11,26373.89,E0188,MGR1,CC003,Q4,2023,False,Note_7,EGP
CST010408,2021-09-30,Logistics,Tanta,Salaries,6458.06,283835.88,E0116,MGR1,CC002,Q1,2021,False,Note_87,EGP
CST010409,2021-12-11,IT,Asyut,Depreciation,8977.61,7005.23,E0023,MGR1,CC007,Q1,2022,False,,EGP
CST010410,2022-04-04,Logistics,Port Said,Marketing,8968.98,5807.0,E0046,MGR4,CC001,Q4,2022,False,Note_51,EGP
CST010411,2024-11-28,Finance,Aswan,Marketing,4450.42,59933.67,E0159,MGR1,CC003,Q3,2023,False,,EGP
CST010412,2024-07-18,Finance,Asyut,Salaries,0.0,47028.72,E0200,MGR9,CC015,Q4,2024,False,,EUR
CST010413,2021-12-11,Finance,Giza,Utilities,3241.62,18375.72,E0065,MGR20,CC016,Q4,2024,True,,EGP
CST010414,2024-11-14,Sales,Luxor,Depreciation,5060.16,99843.82,E0120,MGR8,CC016,Q4,2021,False,Note_22,EGP
CST010415,2022-05-10,Operations,Suez,Marketing,5796.31,4681.69,E0146,MGR10,CC011,Q1,2022,False,Note_14,EGP
CST010416,2024-11-21,Sales,Port Said,Utilities,2070.83,40070.68,E0108,MGR8,CC001,Q3,2021,True,Note_14,EGP
CST010417,2023-03-05,Marketing,Tanta,Insurance,941.51,84842.84,E0153,MGR19,CC002,Q3,2022,True,,EGP
CST010418,2022-05-13,Logistics,Alexandria,Depreciation,4934.74,19398.55,E0023,MGR15,CC005,Q3,2024,True,Note_55,EGP
CST010419,2021-03-18,Finance,Asyut,Marketing,344900.02,7473.24,E0109,MGR13,CC016,Q2,2023,True,Note_72,EGP
CST010420,2021-08-01,HR,Luxor,Rent,49711.41,12026.42,E0038,MGR7,CC018,Q2,2022,True,Note_87,USD
CST010421,2022-03-30,Finance,Suez,COGS,2818.63,63989.28,E0037,MGR6,CC018,Q2,2024,False,,EGP
CST010422,2023-05-08,Logistics,Asyut,COGS,0.0,47124.72,E0198,MGR2,CC016,Q1,2021,True,,EGP
CST010423,2021-09-05,HR,Luxor,Depreciation,0.0,3505.48,E0065,MGR9,CC003,Q2,2024,True,Note_22,EGP
CST010424,2023-09-16,Customer Service,Suez,Depreciation,3756.75,11134.59,E0092,MGR20,CC019,Q3,2024,False,,EGP
CST010425,2024-03-21,Operations,Luxor,Rent,3205.25,1968.93,E0096,MGR13,CC004,Q4,2022,True,,EGP
CST010426,2021-05-09,HR,Luxor,Marketing,1121.19,93955.11,E0087,MGR10,CC014,Q3,2022,True,,EUR
CST010427,2024-01-01,Marketing,Asyut,Maintenance,9115.83,842.45,E0025,MGR11,CC012,Q1,2021,False,,EGP
CST010428,2022-08-27,Operations,Cairo,Insurance,32680.39,25102.67,E0111,MGR20,CC023,Q1,2023,True,,EGP
CST010429,2023-12-17,Operations,Aswan,Depreciation,2957.22,4342.66,E0160,MGR13,CC006,Q4,2022,False,,EGP
CST010430,2021-03-04,Operations,Tanta,Insurance,1551.6,8762.45,E0127,MGR11,CC021,Q3,2021,True,,EGP
CST010431,2023-11-19,HR,Cairo,Insurance,11366.35,2035.24,E0003,MGR4,CC013,Q4,2021,False,,EGP
CST010432,2023-12-31,Sales,Mansoura,Maintenance,21920.93,8300.55,E0156,MGR13,CC004,Q3,2021,True,,EGP
CST010433,2021-12-19,Logistics,Tanta,COGS,11308.37,3830.94,E0015,MGR18,CC008,Q1,2021,True,,EGP
CST010434,2022-09-22,Operations,Luxor,Rent,5834.19,6451.15,E0190,MGR18,CC005,Q4,2021,False,Note_61,EGP
CST010435,2024-01-03,Marketing,Port Said,Maintenance,154281.42,21784.91,E0073,MGR3,CC014,Q3,2023,False,Note_32,EGP
CST010436,2024-12-13,HR,Alexandria,Depreciation,2392.9,29716.62,E0126,MGR3,CC016,Q3,2021,False,,EGP
CST010437,2024-01-29,Marketing,Suez,Rent,278.49,1294.42,E0189,MGR14,CC026,Q4,2022,False,Note_70,EGP
CST010438,2021-01-28,HR,Luxor,Depreciation,2082.16,43140.11,E0130,MGR5,CC007,Q2,2023,False,,USD
CST010439,2022-05-20,IT,Giza,COGS,4808.86,30620.41,E0054,MGR9,CC029,Q4,2022,True,,USD
CST010440,2024-07-26,Finance,Port Said,Utilities,9945.23,5938.92,E0045,MGR12,CC017,Q3,2024,False,,EGP
CST010441,2023-02-16,Operations,Alexandria,Salaries,7209.56,5813.18,E0036,MGR20,CC008,Q4,2021,False,Note_37,EGP
CST010442,2022-11-07,Operations,Alexandria,Maintenance,43692.83,14675.57,E0007,MGR6,CC004,Q1,2022,True,,EUR
CST010443,2021-11-28,Logistics,Port Said,Maintenance,1233.09,1007.08,E0157,MGR2,CC005,Q2,2021,True,,EGP
CST010444,2021-11-09,Marketing,Mansoura,Maintenance,10137.71,9057.7,E0152,MGR12,CC016,Q1,2021,False,Note_28,EGP
CST010445,2024-10-22,Marketing,Alexandria,Depreciation,8802.81,20438.69,E0181,MGR3,CC024,Q2,2022,True,,EGP
CST010446,2022-10-23,Customer Service,Cairo,Rent,1300.25,18623.55,E0018,MGR9,CC014,Q2,2024,True,,EGP
CST010447,2023-09-14,Logistics,Suez,Salaries,9362.55,3632.24,E0052,MGR9,CC025,Q3,2023,True,Note_91,EGP
CST010448,2023-05-22,Finance,Port Said,Maintenance,1850.07,5732.33,E0124,MGR17,CC021,Q4,2021,False,,
CST010449,2021-06-18,Marketing,Tanta,Marketing,50162.19,2256.96,E0019,MGR16,CC010,Q1,2024,False,,EGP
CST010450,2023-09-24,Logistics,Alexandria,COGS,0.0,11463.72,E0112,MGR10,CC010,Q3,2021,True,,EGP
CST010451,2023-10-15,Finance,Aswan,Depreciation,23437.82,35293.99,E0185,MGR17,CC006,Q2,2021,True,,EGP
CST010452,2021-07-14,Finance,Cairo,Maintenance,0.0,4441.95,E0034,MGR12,CC008,Q2,2022,False,Note_45,EGP
CST010453,2024-04-03,HR,Suez,Marketing,11895.01,21078.57,E0015,MGR18,CC029,Q1,2024,False,Note_49,EGP
CST010454,2023-12-23,Marketing,Suez,COGS,17198.85,116070.73,E0024,MGR17,CC005,Q2,2021,True,Note_99,EGP
CST010455,2023-12-08,Marketing,Tanta,Salaries,51678.95,2389.73,E0121,MGR10,CC010,Q3,2022,True,,EGP
CST010456,2021-09-18,Customer Service,Port Said,Insurance,74548.3,33714.65,E0092,MGR20,CC003,Q4,2021,True,Note_78,EGP
CST010457,2021-09-07,HR,Alexandria,Marketing,17867.35,21447.55,E0079,MGR1,CC027,Q1,2024,False,,EGP
CST010458,2024-12-18,Finance,Asyut,Insurance,1530.94,25793.22,E0005,MGR3,CC019,Q1,2023,False,,EGP
CST010459,2024-08-02,Marketing,Alexandria,Utilities,16962.32,5477.99,E0102,MGR20,CC025,Q4,2023,True,,EGP
CST010460,2021-02-22,HR,Alexandria,Marketing,612.96,6785.58,E0195,MGR8,CC019,Q2,2021,True,Note_14,EGP
CST010461,2021-09-29,Operations,Suez,Depreciation,9421.52,6898.99,E0008,MGR10,CC027,Q2,2023,False,,EUR
CST010462,2023-03-25,Customer Service,Mansoura,Insurance,7383.14,684.55,E0048,MGR9,CC015,Q3,2021,False,,USD
CST010463,2021-02-17,Operations,Asyut,Insurance,549.52,73709.61,E0080,MGR9,CC030,Q4,2023,True,,USD
CST010464,2024-03-08,Operations,Mansoura,Marketing,10274.63,7647.75,E0154,MGR19,CC012,Q1,2023,False,,EGP
